,full-address,property-type,Subtype of property,Price,rooms-number,area,equipped-kitchen,State of the property,furnished,facades-number,Terrace,terrace-area,Garden,garden-area,zip_code,locality
0,1000 Brussels,APARTMENT,apartment,333500,2,100.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
1,1000 Brussels,APARTMENT,apartment,379000,1,80.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
2,1000 Brussels,APARTMENT,apartment,295000,2,80.0,Partially equipped,Normal,0,2,1,4.0,0,0.0,1000,Brussels
3,1000 Brussels,APARTMENT,loft,635000,2,217.0,Super equipped,Fully renovated,0,2,1,40.0,0,0.0,1000,Brussels
4,1000 Brussels,APARTMENT,loft,595000,2,207.0,Partially equipped,Fully renovated,0,2,1,10.0,0,0.0,1000,Brussels
5,1000 Brussels,APARTMENT,duplex,615000,2,170.0,Super equipped,Normal,0,3,1,40.0,0,0.0,1000,Brussels
6,1000 Brussels,APARTMENT,duplex,615000,1,170.0,Super equipped,Normal,0,3,1,40.0,0,0.0,1000,Brussels
7,1000 Brussels,APARTMENT,apartment,515000,3,130.0,Partially equipped,Normal,0,2,1,15.0,0,0.0,1000,Brussels
8,1000 Brussels,APARTMENT,apartment,550000,3,130.0,Partially equipped,Normal,0,2,1,14.0,0,0.0,1000,Brussels
9,1000 Brussels,APARTMENT,apartment,355000,1,82.0,Fully equipped,Normal,0,2,1,5.0,0,0.0,1000,Brussels
10,1000 Brussels,APARTMENT,apartment,375000,1,73.0,Fully equipped,Normal,0,2,1,26.0,0,0.0,1000,Brussels
11,1000 Brussels,APARTMENT,apartment,395000,2,107.0,Fully equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
12,1000 Brussels,APARTMENT,apartment,455000,2,107.0,Fully equipped,Normal,0,2,1,12.0,0,0.0,1000,Brussels
13,1000 Brussels,APARTMENT,apartment,470000,2,105.0,Fully equipped,Normal,0,2,1,20.0,0,0.0,1000,Brussels
14,1000 Brussels,APARTMENT,apartment,229000,2,80.0,Partially equipped,Excellent,0,2,1,3.0,0,0.0,1000,Brussels
15,1000 Brussels,APARTMENT,apartment,199000,1,56.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
16,1000 Brussels,APARTMENT,apartment,749000,2,150.0,Partially equipped,Excellent,0,2,1,4.0,0,0.0,1000,Brussels
17,1000 Brussels,APARTMENT,duplex,439000,4,205.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
18,1000 Brussels,APARTMENT,studio,180000,1,40.0,Partially equipped,Normal,1,2,1,4.0,0,0.0,1000,Brussels
19,1000 Brussels,HOUSE,residence,348000,2,173.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
20,1000 Brussels,APARTMENT,apartment,310000,1,95.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
21,1000 Brussels,APARTMENT,studio,165000,1,37.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
22,1000 Brussels,APARTMENT,studio,165000,1,36.0,Partially equipped,Fully renovated,0,2,0,0.0,0,0.0,1000,Brussels
23,1000 Brussels,APARTMENT,apartment,399000,2,96.0,Super equipped,Normal,0,4,1,9.0,0,0.0,1000,Brussels
24,1000 Brussels,APARTMENT,apartment,140000,1,45.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
25,1000 Brussels,APARTMENT,duplex,560000,1,177.0,Super equipped,Normal,0,2,1,25.0,1,125.0,1000,Brussels
26,1000 Brussels,APARTMENT,apartment,295000,3,110.0,Partially equipped,Excellent,0,2,1,7.0,0,0.0,1000,Brussels
27,1000 Brussels,APARTMENT,apartment,289000,2,90.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
28,1000 Brussels,HOUSE,residence,389000,3,155.0,Partially equipped,Excellent,0,2,1,40.0,0,0.0,1000,Brussels
29,1000 Brussels,APARTMENT,apartment,149900,1,32.0,Fully equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
30,1000 Brussels,APARTMENT,apartment,830000,3,216.0,Not equipped,To be renovated,0,2,1,45.0,0,0.0,1000,Brussels
31,1000 Brussels,HOUSE,residence,699000,1,150.0,Partially equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
32,1000 Brussels,APARTMENT,loft,645000,2,180.0,Partially equipped,Normal,0,2,1,25.0,0,0.0,1000,Brussels
33,1000 Brussels,APARTMENT,studio,165000,1,40.0,Partially equipped,Excellent,0,3,0,0.0,0,0.0,1000,Brussels
34,1000 Brussels,APARTMENT,penthouse,1249000,4,187.0,Partially equipped,New,0,3,1,73.0,0,0.0,1000,Brussels
35,1000 Brussels,APARTMENT,apartment,430000,1,77.0,Super equipped,New,0,3,0,0.0,0,0.0,1000,Brussels
36,1000 Brussels,APARTMENT,apartment,279000,1,65.0,Super equipped,Normal,0,3,0,0.0,1,0.0,1000,Brussels
37,1000 Brussels,HOUSE,residence,389000,2,100.0,Super equipped,Normal,0,2,1,25.0,0,0.0,1000,Brussels
38,1000 Brussels,APARTMENT,apartment,380000,2,80.0,Super equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
39,1000 Brussels,APARTMENT,ground-floor,349000,1,126.0,Super equipped,Fully renovated,0,2,1,5.0,0,0.0,1000,Brussels
40,1000 Brussels,HOUSE,residence,315000,3,100.0,Super equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
41,1000 Brussels,APARTMENT,loft,720000,2,190.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
42,1000 Brussels,APARTMENT,studio,185000,1,33.0,Partially equipped,Normal,1,2,1,3.0,0,0.0,1000,Brussels
43,1000 Brussels,APARTMENT,ground-floor,640000,2,110.0,Super equipped,New,0,3,1,24.0,1,213.0,1000,Brussels
44,1000 Brussels,APARTMENT,apartment,199000,1,40.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
45,1000 Brussels,APARTMENT,apartment,165000,1,33.0,Partially equipped,Normal,1,2,0,0.0,0,0.0,1000,Brussels
46,1000 Brussels,APARTMENT,apartment,595000,2,109.0,Super equipped,New,0,3,1,13.0,0,0.0,1000,Brussels
47,1000 Brussels,APARTMENT,apartment,785000,3,144.0,Super equipped,New,0,3,1,12.0,0,0.0,1000,Brussels
48,1000 Brussels,APARTMENT,apartment,239000,2,68.0,Partially equipped,Normal,1,2,1,1.0,0,0.0,1000,Brussels
49,1000 Brussels,APARTMENT,apartment,185000,1,39.0,Super equipped,Normal,1,3,1,3.0,0,0.0,1000,Brussels
50,1000 Brussels,APARTMENT,apartment,240000,1,62.0,Partially equipped,Normal,0,2,1,7.0,0,0.0,1000,Brussels
51,1000 Brussels,HOUSE,residence,1490000,5,150.0,Fully equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
52,1000 Brussels,APARTMENT,apartment,1490000,5,150.0,Fully equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
53,1000 Brussels,APARTMENT,apartment,220000,1,60.0,Partially equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
54,1000 Brussels,HOUSE,residence,449000,2,250.0,Partially equipped,To be renovated,0,3,1,16.0,0,0.0,1000,Brussels
55,1000 Brussels,HOUSE,mixed-building,550000,1,150.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
56,1000 Brussels,APARTMENT,apartment,299000,3,105.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
57,1000 Brussels,HOUSE,mixed-building,1350000,6,300.0,Partially equipped,Normal,0,2,1,50.0,0,0.0,1000,Brussels
58,1000 Brussels,APARTMENT,studio,220000,1,60.0,Super equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
59,1000 Brussels,APARTMENT,apartment,200000,1,45.0,Partially equipped,Normal,1,2,1,4.0,0,0.0,1000,Brussels
60,1000 Brussels,APARTMENT,apartment,399000,3,128.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
61,1000 Brussels,APARTMENT,apartment,520000,2,149.0,Super equipped,Excellent,1,2,1,12.0,0,0.0,1000,Brussels
62,1000 Brussels,APARTMENT,apartment,495000,2,167.0,Super equipped,Excellent,0,2,1,9.0,0,0.0,1000,Brussels
63,1000 Brussels,APARTMENT,apartment,563000,2,150.0,Partially equipped,New,0,2,0,0.0,0,0.0,1000,Brussels
64,1000 Brussels,APARTMENT,studio,185000,1,38.0,Partially equipped,Excellent,0,2,1,9.827620100749478,0,0.0,1000,Brussels
65,1000 Brussels,APARTMENT,apartment,165000,1,48.0,Fully equipped,Normal,1,2,0,0.0,0,0.0,1000,Brussels
66,1000 Brussels,HOUSE,residence,595000,5,202.0,Not equipped,To be renovated,0,2,1,8.0,1,25.0,1000,Brussels
67,1000 Brussels,APARTMENT,apartment,395000,1,124.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
68,1000 Brussels,APARTMENT,apartment,429000,3,110.0,Partially equipped,Excellent,0,2,1,5.0,0,0.0,1000,Brussels
69,1000 Brussels,APARTMENT,apartment,375000,2,91.0,Super equipped,Normal,0,2,1,15.0,0,0.0,1000,Brussels
70,1000 Brussels,APARTMENT,apartment,840000,3,158.0,Partially equipped,Excellent,0,2,1,8.0,0,0.0,1000,Brussels
71,1000 Brussels,APARTMENT,loft,550000,3,362.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
72,1000 Brussels,HOUSE,residence,1400000,4,300.0,Not equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
73,1000 Brussels,APARTMENT,apartment,424000,3,125.0,Partially equipped,To be renovated,0,2,1,9.0,0,0.0,1000,Brussels
74,1000 Brussels,APARTMENT,apartment,265000,1,55.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
75,1000 Brussels,APARTMENT,apartment,925000,3,190.0,Super equipped,Fully renovated,0,3,1,135.0,0,0.0,1000,Brussels
76,1000 Brussels,APARTMENT,apartment,440000,2,92.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
77,1000 Brussels,APARTMENT,ground-floor,390000,2,98.0,Partially equipped,New,0,2,0,0.0,0,0.0,1000,Brussels
78,1000 Brussels,APARTMENT,duplex,425000,1,96.0,Super equipped,Fully renovated,0,2,1,12.0,0,0.0,1000,Brussels
79,1000 Brussels,APARTMENT,penthouse,850000,3,212.0,Super equipped,Normal,0,2,1,43.0,0,0.0,1000,Brussels
80,1000 Brussels,APARTMENT,penthouse,499000,2,115.0,Partially equipped,Excellent,0,2,1,30.0,0,0.0,1000,Brussels
81,1000 Brussels,APARTMENT,penthouse,610000,3,132.0,Partially equipped,Normal,0,2,1,9.827620100749478,0,0.0,1000,Brussels
82,1000 Brussels,HOUSE,residence,525000,6,314.0,Partially equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
83,1000 Brussels,HOUSE,residence,380000,4,115.0,Not equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
84,1000 Brussels,HOUSE,residence,650000,8,210.0,Super equipped,Normal,0,2,1,8.0,0,0.0,1000,Brussels
85,1000 Brussels,APARTMENT,apartment,500000,2,113.0,Partially equipped,Normal,0,2,1,3.0,0,0.0,1000,Brussels
86,1000 Brussels,APARTMENT,apartment,325000,2,113.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
87,1000 Brussels,APARTMENT,apartment,380000,1,150.0,Fully equipped,Excellent,1,2,1,9.827620100749478,0,0.0,1000,Brussels
88,1000 Brussels,APARTMENT,apartment,245000,1,73.0,Super equipped,Normal,0,2,1,2.0,0,0.0,1000,Brussels
89,1000 Brussels,APARTMENT,apartment,199000,2,73.0,Partially equipped,Excellent,0,2,1,2.0,0,0.0,1000,Brussels
90,1000 Brussels,APARTMENT,apartment,210000,1,50.0,Super equipped,Normal,0,2,1,2.0,0,0.0,1000,Brussels
91,1000 Brussels,APARTMENT,apartment,1400000,3,350.0,Super equipped,Normal,0,2,1,9.827620100749478,0,0.0,1000,Brussels
92,1000 Brussels,APARTMENT,apartment,325000,2,85.0,Partially equipped,Normal,0,2,1,3.0,0,0.0,1000,Brussels
93,1000 Brussels,APARTMENT,apartment,160000,1,38.0,Fully equipped,Normal,1,2,0,0.0,0,0.0,1000,Brussels
94,1000 Brussels,APARTMENT,apartment,225000,2,150.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
95,1000 Brussels,APARTMENT,apartment,225000,1,60.0,Partially equipped,Normal,1,2,1,4.0,0,0.0,1000,Brussels
96,1000 Brussels,APARTMENT,penthouse,249000,1,75.0,Partially equipped,Normal,0,2,1,30.0,0,0.0,1000,Brussels
97,1000 Brussels,APARTMENT,apartment,249000,1,75.0,Partially equipped,Normal,0,2,1,30.0,0,0.0,1000,Brussels
98,1000 Brussels,APARTMENT,apartment,420000,2,110.0,Partially equipped,Excellent,0,2,1,25.0,0,0.0,1000,Brussels
99,1000 Brussels,HOUSE,mixed-building,985000,4,265.0,Partially equipped,To be renovated,0,2,1,10.0,0,0.0,1000,Brussels
100,1000 Brussels,HOUSE,mixed-building,440000,1,150.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
101,1000 Brussels,APARTMENT,apartment,195000,1,66.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
102,1000 Brussels,APARTMENT,studio,155000,1,31.0,Partially equipped,Normal,0,2,1,5.0,0,0.0,1000,Brussels
103,1000 Brussels,APARTMENT,apartment,230000,3,90.0,Super equipped,Normal,0,2,1,20.0,0,0.0,1000,Brussels
104,1000 Brussels,HOUSE,mixed-building,569000,3,123.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
105,1000 Brussels,APARTMENT,apartment,230000,1,55.0,Super equipped,Normal,1,2,0,0.0,0,0.0,1000,Brussels
106,1000 Brussels,HOUSE,residence,555000,4,385.0,Partially equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
107,1000 Brussels,APARTMENT,apartment,895000,4,202.0,Partially equipped,Normal,1,2,0,0.0,0,0.0,1000,Brussels
108,1000 Brussels,HOUSE,mixed-building,549000,2,250.0,Super equipped,Normal,0,2,1,15.0,0,0.0,1000,Brussels
109,1000 Brussels,HOUSE,mixed-building,490000,3,150.0,Partially equipped,To be renovated,0,3,0,0.0,0,0.0,1000,Brussels
110,1000 Brussels,APARTMENT,apartment,405000,2,98.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
111,1000 Brussels,APARTMENT,apartment,244000,2,71.0,Partially equipped,Normal,1,2,1,4.0,0,0.0,1000,Brussels
112,1000 Brussels,APARTMENT,duplex,765000,3,170.0,Super equipped,Normal,0,2,1,55.0,0,0.0,1000,Brussels
113,1000 Brussels,APARTMENT,apartment,275000,2,80.0,Super equipped,Excellent,0,2,1,4.0,0,0.0,1000,Brussels
114,1000 Brussels,APARTMENT,apartment,330000,2,110.0,Not equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
115,1000 Brussels,APARTMENT,apartment,185000,1,33.0,Super equipped,Normal,1,3,0,0.0,0,0.0,1000,Brussels
116,1000 Brussels,APARTMENT,apartment,255000,2,80.0,Fully equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
117,1000 Brussels,APARTMENT,apartment,350000,1,74.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
118,1000 Brussels,APARTMENT,apartment,620000,2,163.0,Super equipped,New,1,2,1,50.0,0,0.0,1000,Brussels
119,1000 Brussels,APARTMENT,apartment,325000,2,100.0,Super equipped,New,0,4,0,0.0,0,0.0,1000,Brussels
120,1000 Brussels,APARTMENT,apartment,275000,1,80.0,Super equipped,New,0,4,0,0.0,0,0.0,1000,Brussels
121,1000 Brussels,APARTMENT,apartment,499000,4,161.0,Super equipped,New,0,4,0,0.0,0,0.0,1000,Brussels
122,1000 Brussels,APARTMENT,apartment,559000,3,160.0,Super equipped,Normal,0,2,1,15.0,0,0.0,1000,Brussels
123,1000 Brussels,APARTMENT,penthouse,245000,2,116.0,Fully equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
124,1000 Brussels,HOUSE,residence,519000,6,170.0,Super equipped,Normal,0,2,1,20.0,0,0.0,1000,Brussels
125,1000 Brussels,APARTMENT,penthouse,470000,2,110.0,Partially equipped,New,0,3,1,106.0,0,0.0,1000,Brussels
126,1000 Brussels,APARTMENT,apartment,215000,1,54.0,Fully equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
127,1000 Brussels,APARTMENT,penthouse,1600000,2,220.0,Partially equipped,New,0,2,1,36.0,0,0.0,1000,Brussels
128,1000 Brussels,APARTMENT,triplex,380000,4,140.0,Partially equipped,Excellent,0,2,1,5.0,0,0.0,1000,Brussels
129,1000 Brussels,APARTMENT,studio,120000,1,150.0,Fully equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
130,1000 Brussels,APARTMENT,apartment,480000,2,123.0,Super equipped,Normal,0,4,0,0.0,0,0.0,1000,Brussels
131,1000 Brussels,APARTMENT,apartment,225000,1,71.0,Partially equipped,To be renovated,0,2,1,10.0,0,0.0,1000,Brussels
132,1000 Brussels,HOUSE,mansion,3950000,14,1240.0,Partially equipped,Normal,0,4,0,0.0,1,150000.0,1000,Brussels
133,1000 Brussels,APARTMENT,apartment,420000,2,98.0,Super equipped,New,0,4,1,10.0,0,0.0,1000,Brussels
134,1000 Brussels,APARTMENT,triplex,255000,2,80.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
135,1000 Brussels,APARTMENT,triplex,499000,2,140.0,Super equipped,Normal,0,2,1,8.0,1,40.0,1000,Brussels
136,1000 Brussels,APARTMENT,loft,249000,1,90.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
137,1000 Brussels,APARTMENT,loft,315000,1,86.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
138,1000 Brussels,APARTMENT,loft,735000,2,335.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
139,1000 Brussels,APARTMENT,loft,595000,2,160.0,Partially equipped,Normal,0,3,1,25.0,0,0.0,1000,Brussels
140,1000 Brussels,APARTMENT,loft,340000,2,160.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
141,1000 Brussels,APARTMENT,loft,338000,1,152.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
142,1000 Brussels,APARTMENT,loft,535000,2,168.0,Super equipped,Normal,0,3,1,19.0,0,0.0,1000,Brussels
143,1000 Brussels,APARTMENT,loft,480000,3,170.0,Partially equipped,New,0,2,0,9.827620100749478,0,0.0,1000,Brussels
144,1000 Brussels,APARTMENT,loft,620000,3,146.0,Super equipped,Fully renovated,0,2,0,9.827620100749478,1,0.0,1000,Brussels
145,1000 Brussels,HOUSE,master-house,1920000,5,453.0,Super equipped,Excellent,0,2,1,20.0,1,101.0,1000,Brussels
146,1000 Brussels,HOUSE,master-house,775000,6,260.0,Partially equipped,Normal,0,2,0,0.0,1,70.0,1000,Brussels
147,1000 Brussels,HOUSE,master-house,775000,6,260.0,Partially equipped,New,0,2,0,0.0,1,70.0,1000,Brussels
148,1000 Brussels,HOUSE,master-house,1050000,5,330.0,Partially equipped,Normal,0,4,0,0.0,0,0.0,1000,Brussels
149,1000 Brussels,HOUSE,master-house,695000,6,250.0,Super equipped,Normal,0,2,1,20.0,1,20.0,1000,Brussels
150,1000 Brussels,HOUSE,master-house,1150000,10,240.0,Partially equipped,Normal,0,2,0,0.0,1,120.0,1000,Brussels
151,1000 Brussels,HOUSE,master-house,1095000,5,320.0,Super equipped,Normal,0,2,1,14.0,0,0.0,1000,Brussels
152,1000 Brussels,HOUSE,master-house,775000,9,200.0,Super equipped,Normal,0,4,0,0.0,0,0.0,1000,Brussels
153,1000 Brussels,HOUSE,mixed-building,3150000,12,980.0,Partially equipped,To be renovated,0,2,1,30.0,0,0.0,1000,Brussels
154,1000 Brussels,HOUSE,mixed-building,950000,13,478.0,Partially equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
155,1000 Brussels,HOUSE,mixed-building,1295000,7,360.0,Partially equipped,Excellent,0,2,0,0.0,1,112.0,1000,Brussels
156,1000 Brussels,HOUSE,mixed-building,1200000,1,150.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
157,1000 Brussels,HOUSE,mixed-building,520000,1,120.0,Partially equipped,Normal,0,2,1,10.0,0,0.0,1000,Brussels
158,1000 Brussels,HOUSE,mixed-building,1595000,6,450.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
159,1000 Brussels,HOUSE,mixed-building,3200000,1,1425.0,Partially equipped,Normal,0,2,0,0.0,1,120.0,1000,Brussels
160,1000 Brussels,HOUSE,mixed-building,895000,4,225.0,Partially equipped,Normal,1,2,1,10.0,0,0.0,1000,Brussels
161,1000 Brussels,HOUSE,mixed-building,1200000,3,568.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
162,1000 Brussels,HOUSE,mixed-building,2250000,5,550.0,Partially equipped,Normal,0,2,1,15.0,0,0.0,1000,Brussels
163,1000 Brussels,APARTMENT,studio,85000,1,44.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
164,1000 Brussels,APARTMENT,studio,175000,1,40.0,Partially equipped,Normal,0,2,1,4.0,0,0.0,1000,Brussels
165,1000 Brussels,APARTMENT,studio,180000,1,42.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
166,1000 Brussels,APARTMENT,studio,155000,1,35.0,Partially equipped,Excellent,1,4,1,8.0,0,0.0,1000,Brussels
167,1000 Brussels,APARTMENT,studio,125000,1,30.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
168,1000 Brussels,APARTMENT,studio,199000,1,37.0,Super equipped,Excellent,0,1,0,0.0,0,0.0,1000,Brussels
169,1000 Brussels,APARTMENT,studio,239000,1,47.0,Super equipped,Normal,1,2,0,0.0,0,0.0,1000,Brussels
170,1000 Brussels,APARTMENT,studio,159000,1,37.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
171,1000 Brussels,APARTMENT,studio,168000,1,42.0,Partially equipped,New,0,4,1,3.0,0,0.0,1000,Brussels
172,1000 Brussels,APARTMENT,studio,163500,1,42.0,Partially equipped,New,0,4,1,3.0,0,0.0,1000,Brussels
173,1000 Brussels,APARTMENT,studio,159500,1,42.0,Partially equipped,New,0,4,1,3.0,0,0.0,1000,Brussels
174,1000 Brussels,APARTMENT,studio,199000,1,30.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
175,1000 Brussels,APARTMENT,studio,249000,1,50.0,Partially equipped,Excellent,0,3,1,2.0,0,0.0,1000,Brussels
176,1000 Brussels,APARTMENT,studio,175000,1,53.0,Super equipped,New,0,2,0,0.0,0,0.0,1000,Brussels
177,1000 Brussels,APARTMENT,studio,290000,1,47.0,Partially equipped,New,0,2,1,17.0,0,0.0,1000,Brussels
178,1000 Brussels,APARTMENT,studio,220000,1,35.0,Partially equipped,New,0,2,0,0.0,0,0.0,1000,Brussels
179,1000 Brussels,APARTMENT,studio,225000,1,35.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
180,1000 Brussels,APARTMENT,studio,250000,1,42.0,Super equipped,New,0,2,0,9.827620100749478,0,0.0,1000,Brussels
181,1000 Brussels,APARTMENT,studio,245000,1,50.0,Partially equipped,New,0,2,0,9.827620100749478,0,0.0,1000,Brussels
182,1000 Brussels,APARTMENT,penthouse,450000,2,101.0,Super equipped,Excellent,0,2,1,25.0,0,0.0,1000,Brussels
183,1000 Brussels,APARTMENT,penthouse,525000,1,114.0,Partially equipped,New,0,2,0,0.0,0,0.0,1000,Brussels
184,1000 Brussels,APARTMENT,penthouse,695000,3,180.0,Partially equipped,Normal,0,2,1,25.0,0,0.0,1000,Brussels
185,1000 Brussels,APARTMENT,penthouse,450000,1,67.0,Super equipped,New,1,2,1,17.0,0,0.0,1000,Brussels
186,1000 Brussels,APARTMENT,penthouse,305000,1,62.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
188,1000 Brussels,APARTMENT,penthouse,3500000,3,540.0,Partially equipped,Normal,0,4,1,18.0,0,0.0,1000,Brussels
189,1000 Brussels,APARTMENT,penthouse,575000,3,169.0,Partially equipped,New,0,3,1,87.0,0,0.0,1000,Brussels
191,1000 Brussels,APARTMENT,penthouse,1600000,2,217.0,Partially equipped,New,0,2,1,36.0,0,0.0,1000,Brussels
192,1000 Brussels,APARTMENT,penthouse,415000,2,97.0,Super equipped,New,0,2,1,60.0,0,0.0,1000,Brussels
193,1000 Brussels,APARTMENT,penthouse,420000,1,100.0,Fully equipped,Normal,0,2,0,9.827620100749478,0,0.0,1000,Brussels
194,1000 Brussels,APARTMENT,penthouse,1290000,3,200.0,Super equipped,Normal,0,3,1,9.827620100749478,0,0.0,1000,Brussels
195,1000 Brussels,APARTMENT,penthouse,1950000,3,226.0,Partially equipped,New,0,2,1,66.0,0,0.0,1000,Brussels
196,1000 Brussels,APARTMENT,duplex,229000,1,75.0,Super equipped,Excellent,0,2,0,0.0,1,1000.0,1000,Brussels
197,1000 Brussels,APARTMENT,duplex,285000,5,168.0,Partially equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
198,1000 Brussels,APARTMENT,duplex,325000,2,100.0,Super equipped,Normal,0,2,0,0.0,1,50.0,1000,Brussels
199,1000 Brussels,APARTMENT,duplex,590000,3,130.0,Partially equipped,Fully renovated,0,2,1,9.827620100749478,1,80.0,1000,Brussels
200,1000 Brussels,APARTMENT,duplex,379000,1,80.0,Super equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
201,1000 Brussels,APARTMENT,duplex,760000,3,205.0,Partially equipped,Normal,0,3,0,0.0,0,0.0,1000,Brussels
202,1000 Brussels,APARTMENT,duplex,760000,3,197.0,Super equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
203,1000 Brussels,APARTMENT,duplex,434000,3,153.0,Partially equipped,New,0,2,1,53.0,0,0.0,1000,Brussels
204,1000 Brussels,APARTMENT,duplex,429000,3,147.0,Partially equipped,New,0,2,1,53.0,0,0.0,1000,Brussels
205,1000 Brussels,APARTMENT,duplex,414000,3,145.0,Partially equipped,New,0,2,1,53.0,0,0.0,1000,Brussels
206,1000 Brussels,APARTMENT,duplex,480000,2,158.0,Super equipped,Excellent,0,2,1,10.0,0,0.0,1000,Brussels
207,1000 Brussels,APARTMENT,duplex,349000,2,85.0,Super equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
208,1000 Brussels,APARTMENT,duplex,269000,2,80.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
209,1000 Brussels,APARTMENT,duplex,730000,2,200.0,Super equipped,Excellent,0,2,1,12.0,1,250.0,1000,Brussels
210,1000 Brussels,APARTMENT,duplex,765000,3,197.0,Partially equipped,Excellent,0,2,0,0.0,0,0.0,1000,Brussels
211,1000 Brussels,APARTMENT,duplex,685000,4,160.0,Partially equipped,Normal,0,2,0,0.0,0,0.0,1000,Brussels
212,1000 Brussels,APARTMENT,duplex,990000,3,215.0,Super equipped,New,0,2,1,25.0,1,25.0,1000,Brussels
213,1000 Brussels,APARTMENT,duplex,815000,3,210.0,Partially equipped,To be renovated,0,2,0,0.0,0,0.0,1000,Brussels
214,1000 Brussels,APARTMENT,duplex,420000,2,98.0,Partially equipped,Normal,0,2,1,10.0,0,0.0,1000,Brussels
215,1000 Brussels,APARTMENT,duplex,420000,2,88.0,Partially equipped,Normal,0,2,1,5.0,0,0.0,1000,Brussels
